ID  объявления,Метро,Адрес,время пешком
274932866,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
257937781,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  43К1",3
274784225,м. Петровско-Разумовская ,"Москва,  Локомотивный проезд,  11/10",8
274979680,м. Тимирязевская ,"Москва,  Тимирязевская улица,  12",12
263123078,м. Дмитровская ,"Москва,  Тимирязевская улица,  15",13
274900839,м. Тимирязевская ,"Москва,  Тимирязевская улица,  34К2",12
274993539,м. Гражданская ,"Москва,  улица Вучетича,  17к1",10
274904369,м. Окружная ,"Москва,  3-й Нижнелихоборский проезд,  16К1",4
248404300,м. Динамо ,"Москва,  проезд Соломенной Сторожки,  5К1",30
274897123,м. Тимирязевская ,"Москва,  Ивановская улица,  22",3
273784950,м. Тимирязевская ,"Москва,  Тимирязевская улица,  20К2",11
270887649,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  17К2",2
274897198,м. Окружная ,"Москва,  3-й Нижнелихоборский проезд,  16К1",0
274847782,м. Тимирязевская ,"Москва,  Красностуденческий проезд,  3",9
274351812,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  33К1",8
274495994,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
274881792,м. Тимирязевская ,"Москва,  Красностуденческий проезд,  3",12
201114056,м. Тимирязевская ,"Москва,  улица Дубки,  7",16
272625112,м. Дмитровская ,"Москва,  Дмитровский проезд,  20К1",14
262976916,м. Тимирязевская ,"Москва,  улица Немчинова,  1/25",13
274851778,м. Петровско-Разумовская ,"Москва,  Локомотивный проезд,  7",6
274995464,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  29К1",7
274643469,м. Дмитровская ,"Москва,  Тимирязевская улица,  4/12",5
274639748,м. Дмитровская ,"Москва,  Тимирязевская улица,  4/12",5
274064443,м. Тимирязевская ,"Москва,  Астрадамский проезд,  3",15
274950971,м. Окружная ,"Москва,  Линейный проезд,  8",8
274923121,м. Гражданская ,"Москва,  улица Вучетича,  16",11
253825073,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  45К1",3
270555842,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  23к1",7
273972974,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
273282784,м. Тимирязевская ,"Москва,  Тимирязевская улица,  10/12",11
274688082,м. Окружная ,"Москва,  3-й Нижнелихоборский проезд,  16К1",4
274148121,м. Тимирязевская ,"Москва,  улица Костякова,  8/6",8
274082271,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",2
271578044,м. Гражданская ,"Москва,  Астрадамский проезд,  4Ак1",9
274999190,м. Гражданская ,"Москва,  тупик Чуксин,  2",5
274380446,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  41К2",5
262860326,м. Петровско-Разумовская ,"Москва,  Линейный проезд,  1",10
274384779,м. Гражданская ,"Москва,  проезд Соломенной Сторожки,  6",9
275000042,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  27К3",10
273773249,м. Тимирязевская ,"Москва,  Красностуденческий проезд,  3",12
274938368,м. Тимирязевская ,"Москва,  Астрадамская улица,  15",10
273821681,м. Окружная ,"Москва,  Дмитровское шоссе,  61к1",7
274754854,м. Тимирязевская ,"Москва,  улица Вучетича,  28К5",13
274922908,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  29К1",7
268871847,м. Петровско-Разумовская ,"Москва,  Линейный проезд,  3",8
268339334,м. Окружная ,"Москва,  3-й Нижнелихоборский проезд,  4А",10
274992676,м. Тимирязевская ,"Москва,  Астрадамский проезд,  3",14
274456001,м. Тимирязевская ,"Москва,  Ивановская улица,  34",9
272506432,м. Тимирязевская ,"Москва,  Красностуденческий проезд,  21",12
274793552,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  37К1",5
262517530,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  39К1",5
271548481,м. Тимирязевская ,"Москва,  Тимирязевская улица,  20К2",11
273829397,м. Дмитровская ,"Москва,  тупик Чуксин,  7",16
274303194,м. Дмитровская ,"Москва,  Дмитровский проезд,  6К1",2
274705156,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  57К1",12
274097824,м. Тимирязевская ,"Москва,  Красностуденческий проезд,  5",11
273846344,м. Тимирязевская ,"Москва,  Ивановская улица,  14К2",4
268673140,м. Дмитровская ,"Москва,  проезд Соломенной Сторожки,  12А",15
272341901,м. Тимирязевская ,"Москва,  Тимирязевская улица,  18К2",7
274662254,м. Тимирязевская ,"Москва,  Астрадамская улица,  6",11
273330100,м. Тимирязевская ,"Москва,  Астрадамская улица,  11К3",10
270226590,м. Петровско-Разумовская ,"Москва,  3-й Нижнелихоборский проезд,  6",180
274871332,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  23к1",7
274402064,м. Тимирязевская ,"Москва,  Тимирязевская улица,  12",10
274048601,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  57К2",10
272763543,м. Тимирязевская ,"Москва,  улица Дубки,  2",6
274384671,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  7К2",5
253903683,м. Тимирязевская ,"Москва,  Тимирязевская улица,  25",10
274815281,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
274062625,м. Дмитровская ,"Москва,  Дмитровский проезд,  6К2",6
152023477,м. Тимирязевская ,"Москва,  Астрадамский проезд,  4Ак2",15
274400672,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  31",5
274881418,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
274058443,м. Дмитровская ,"Москва,  тупик Чуксин,  4",16
274840959,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
272534650,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  33К7",9
274279739,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  13А",0
156837916,м. Тимирязевская ,"Москва,  улица Дубки,  2",5
273956349,м. Окружная ,"Москва,  Дмитровское шоссе,  52К1",4
274580960,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
274760194,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
274263497,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",3
274332071,м. Петровско-Разумовская ,"Москва,  Локомотивный проезд,  7",5
274295081,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  13А",0
268174380,м. Тимирязевская ,"Москва,  Астрадамский проезд,  4Ак1",15
274904211,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  13А",0
274754558,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  13А",0
274407624,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  13А",2
224347484,м. Дмитровская ,"Москва,  проезд Соломенной Сторожки,  5К1",15
273796188,м. Тимирязевская ,"Москва,  улица Костякова,  8/6",10
272662581,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
274700863,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  13А",0
274264475,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
274089930,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",2
274215255,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",2
274093251,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",2
270198104,м. Гражданская ,"Москва,  Астрадамский проезд,  4Ак2",13
235877280,м. Тимирязевская ,"Москва,  Тимирязевская улица,  10/12",14
257443376,м. Тимирязевская ,"Москва,  Тимирязевская улица,  25",8
274897392,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  21К1",4
273618485,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  27К4",10
265065360,м. Дмитровская ,"Москва,  Тимирязевская улица,  6",7
274903624,м. Петровско-Разумовская ,"Москва,  Локомотивный проезд,  3",3
274151148,м. Дмитровская ,"Москва,  улица Костякова,  9",8
275000833,м. Гражданская ,"Москва,  Дмитровский проезд,  20К1",7
274949985,м. Тимирязевская ,"Москва,  Астрадамская улица,  7Б",15
274420889,м. Тимирязевская ,"Москва,  Астрадамская улица,  6",10
263451136,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  33К5",7
274903433,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  33К5",7
273967315,м. Дмитровская ,"Москва,  Тимирязевская улица,  13",11
273608631,м. Петровско-Разумовская ,"Москва,  Линейный проезд,  8",9
274758611,м. Гражданская ,"Москва,  проезд Соломенной Сторожки,  10А",10
263569448,м. Тимирязевская ,"Москва,  Астрадамская улица,  4",15
273578266,м. Петровско-Разумовская ,"Москва,  Линейный проезд,  8",9
271227224,м. Окружная ,"Москва,  3-й Нижнелихоборский проезд,  13К1",3
232762248,м. Окружная ,"Москва,  Дмитровское шоссе,  46К2",8
242080784,м. Петровско-Разумовская ,"Москва,  Линейный проезд,  6",12
274761273,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  45К2",5
274985919,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  13К3",2
221163076,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  59К1",12
274745294,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  13А",0
274899946,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
274489534,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  13А",2
274287555,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
274732166,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",2
274382552,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  45К2",5
274055966,м. Дмитровская ,"Москва,  проезд Соломенной Сторожки,  5",10
274730446,м. Гражданская ,"Москва,  Астрадамская улица,  1К3",12
275002367,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
274872329,м. Окружная ,"Москва,  3-й Нижнелихоборский проезд,  16К1",4
274806502,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",1
274395034,м. Тимирязевская ,"Москва,  Тимирязевская улица,  10/12",13
272044779,м. Гражданская ,"Москва,  Астрадамская улица,  11К4",15
265992416,м. Дмитровская ,"Москва,  проезд Соломенной Сторожки,  5К1",15
274571250,м. Тимирязевская ,"Москва,  Ивановская улица,  19",8
274707802,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  33К2",5
274717172,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
273826483,м. Гражданская ,"Москва,  Дмитровский проезд,  20К1",7
257879944,м. Дмитровская ,"Москва,  Дмитровское шоссе,  3К2",5
274882923,м. Окружная ,"Москва,  Дмитровское шоссе,  54К2",3
274399544,м. Тимирязевская ,"Москва,  Красностуденческий проезд,  3",12
274891149,м. Гражданская ,"Москва,  улица Вучетича,  28К5",16
274544143,м. Тимирязевская ,"Москва,  улица Немчинова,  10",9
273914702,м. Тимирязевская ,"Москва,  Ивановская улица,  26",6
256831241,м. Гражданская ,"Москва,  проезд Соломенной Сторожки,  12А",9
272195167,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  33К7",8
274028690,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
271708655,м. Тимирязевская ,"Москва,  улица Вучетича,  16К1",10
274998616,м. Тимирязевская ,"Москва,  улица Костякова,  9",12
273486897,м. Тимирязевская ,"Москва,  улица Дубки,  2",6
270029521,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  45К1",4
274138757,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  39К1",6
273600674,м. Тимирязевская ,"Москва,  Красностуденческий проезд,  4К2",13
265656296,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  51К1",9
274057768,м. Дмитровская ,"Москва,  Дмитровский проезд,  1",0
271312521,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  13",2
274720119,м. Дмитровская ,"Москва,  улица Всеволода Вишневского,  9К1",12
274670522,м. Тимирязевская ,"Москва,  Тимирязевская улица,  34К1",16
274663386,м. Гражданская ,"Москва,  Дмитровский проезд,  18",9
274236620,м. Тимирязевская ,"Москва,  Дмитровское шоссе,  19К1",3
274523561,м. Дмитровская ,"Москва,  проезд Соломенной Сторожки,  10А",14
274788582,м. Петровско-Разумовская ,"Москва,  Дмитровское шоссе,  33К2",7
274902739,м. Тимирязевская ,"Москва,  улица Дубки,  11",11
274999927,м. Окружная ,"Москва,  Дмитровское шоссе,  65К2",7
274083979,м. Гражданская ,"Москва,  улица Вучетича,  28К3",14
274352090,м. Алма-Атинская ,"Москва,  1-й кв-л,  4",144
183025924,м. Алма-Атинская ,"Москва,  5-й Капотни кв-л,  13",30
274766295,м. Алма-Атинская ,"Москва,  4-й кв-л,  6",55
274284573,м. Алма-Атинская ,"Москва,  3-й кв-л,  19",132
274734200,м. Братиславская ,"Москва,  3-й кв-л,  21",180
274806059,м. Алма-Атинская ,"Москва,  4-й кв-л,  6",55
274879695,м. Алма-Атинская ,"Москва,  3-й кв-л,  5",120
220252597,м. Братиславская ,"Москва,  5-й Капотни кв-л,  1",168
268334588,м. Братиславская ,"Москва,  3-й кв-л,  15",0
212033769,м. Братиславская ,"Москва,  3-й кв-л,  2",180
273792069,м. Алма-Атинская ,"Москва,  4-й кв-л,  8",144
273876901,м. Алма-Атинская ,"Москва,  3-й кв-л,  21",156
272762595,м. Алма-Атинская ,"Москва,  3-й кв-л,  25",55
274897221,м. Алма-Атинская ,"Москва,  3-й кв-л,  17",144
206369752,м. Братиславская ,"Москва,  5-й Капотни кв-л,  20",144
271128643,м. Алма-Атинская ,"Москва,  3-й кв-л,  4",156
274382003,м. Братиславская ,"Москва,  3-й кв-л,  15",180
273814709,м. Алма-Атинская ,"Москва,  5-й кв-л,  1",168
272105705,м. Алма-Атинская ,"Москва,  4-й кв-л,  4",53
274500133,м. Алма-Атинская ,"Москва,  3-й кв-л,  3",156
274163631,м. Алма-Атинская ,"Москва,  3-й кв-л,  17",144
156590261,м. Новогиреево ,"Москва,  Свободный проспект,  26",5
274667388,м. Щелковская ,"Москва,  Алтайская улица,  11",48
274939268,м. Новогиреево ,"Москва,  Свободный проспект,  26",4
262007106,м. Новогиреево ,"Москва,  улица Алексея Дикого,  5К2",6
270270365,м. Перово ,"Москва,  улица Металлургов,  3",11
274017055,м. Измайловская ,"Москва,  Первомайская улица,  42к1",6
274971859,м. Лухмановская ,"Москва,  улица Рудневка,  18",10
274940036,м. Новогиреево ,"Москва,  улица Молостовых,  16К4",7
274970506,м. Сокольники ,"Москва,  Большая Остроумовская улица,  21",14
274980570,м. Улица Дмитриевского ,"Москва,  улица Рудневка,  11",8
274792471,м. Первомайская ,"Москва,  7-я Парковая улица,  16К2",3
274747325,м. Преображенская площадь ,"Москва,  улица Хромова,  3",5
274936886,м. Электрозаводская ,"Москва,  проезд Попов,  4",9
274862047,м. Новокосино ,"Москва,  Вешняковская улица,  25/2",180
274976176,м. Перово ,"Москва,  Перовская улица,  34к1",10
274926480,м. Щелковская ,"Москва,  Байкальская улица,  27",10
274970104,м. Щелковская ,"Москва,  Байкальская улица,  27",12
274915128,м. Перово ,"Москва,  Зеленый проспект,  22",1
274918783,м. Перово ,"Москва,  Перовская улица,  38К3",10
274900940,м. Первомайская ,"Москва,  15-я Парковая улица,  24К1",15
274735896,м. Щелковская ,"Москва,  Щелковское шоссе,  93",0
274949433,м. Щелковская ,"Москва,  9 Мая улица,  18",84
274949435,м. Выхино ,"Москва,  улица Молдагуловой,  22К1",9
274984186,м. Новокосино ,"Москва,  Новокосинская улица,  17К6",7
273903847,м. Бульвар Рокоссовского ,"Москва,  Тагильская улица,  4В",17
274815856,м. Первомайская ,"Москва,  15-я Парковая улица,  24К2",20
274704326,м. Бульвар Рокоссовского ,"Москва,  Тагильская улица,  4А",15
274928020,м. Щелковская ,"Москва,  Байкальская улица,  17К2",10
267826794,м. Щелковская ,"Москва,  16-я Парковая улица,  18",72
198804033,м. Преображенская площадь ,"Москва,  улица Хромова,  3",5
274121935,м. Первомайская ,"Москва,  16-я Парковая улица,  18",36
274911670,м. Новокосино ,"Москва,  Городецкая улица,  9К1",5
274792180,м. Первомайская ,"Москва,  15-я Парковая улица,  24К1",15
274687303,м. Сокольники ,"Москва,  улица Короленко,  1К10",15
271109838,м. Сокольники ,"Москва,  улица Сокольнический Вал,  4",60
273104530,м. Сокольники ,"Москва,  Русаковская улица,  31",1
274903626,м. Первомайская ,"Москва,  14-я Парковая улица,  1/117",0
273207427,м. Выхино ,"Москва,  аллея Жемчуговой,  5К2",0
274943915,м. Щелковская ,"Москва,  Хабаровская улица,  11/28",0
268849570,м. Перово ,"Москва,  улица Плеханова,  22К2",36
273554744,м. Андроновка ,"Москва,  улица 2-я Энтузиастов,  5к39",3
274592673,м. Перово ,"Москва,  улица Плеханова,  19/18",17
274980206,м. Преображенская площадь ,"Москва,  Большая Черкизовская улица,  20К4",12
272663643,м. Новогиреево ,"Москва,  Зеленый проспект,  60/35",1
274954728,м. Черкизовская ,"Москва,  Большая Черкизовская улица,  26К6",12
271448937,м. Электрозаводская ,"Москва,  проезд Попов,  4",8
274867300,м. Первомайская ,"Москва,  15-я Парковая улица,  19",15
274214602,м. Перово ,"Москва,  Перовская улица,  39К3",2
274841769,м. Новокосино ,"Москва,  Суздальская улица,  38К2",4
274831792,м. Новогиреево ,"Москва,  Свободный проспект,  39К2",7
274400982,м. Выхино ,"Москва,  Вешняковская улица,  22К1",5
274317139,м. Щелковская ,"Москва,  Уссурийская улица,  1К5",36
274877831,м. Щелковская ,"Москва,  Хабаровская улица,  19К3",0
274507411,м. Перово ,"Москва,  Кусковская улица,  23К3",14
274374941,м. Новокосино ,"Москва,  Салтыковская улица,  23К1",11
274337833,м. Сокольники ,"Москва,  улица Короленко,  10",12
273670637,м. Перово ,"Москва,  Кусковская улица,  43К1",10
274598352,м. Сокольники ,"Москва,  улица Стромынка,  5",3
274202114,м. Локомотив ,"Москва,  Амурская улица,  1Ак4",12
274815903,м. Преображенская площадь ,"Москва,  Знаменская улица,  37",14
274908361,м. Черкизовская ,"Москва,  Амурская улица,  1Ак3",14
274862051,м. Новогиреево ,"Москва,  Зеленый проспект,  60/35",2
271725654,м. Красносельская ,"Москва,  2-я Рыбинская улица,  13",13
268023681,м. Первомайская ,"Москва,  Средняя Первомайская улица,  26",8
269041019,м. Сокольники ,"Москва,  2-й Полевой переулок,  2К3",6
271912550,м. Электрозаводская ,"Москва,  проезд Попов,  4",9
273628759,м. Электрозаводская ,"Москва,  проезд Попов,  4",15
274503834,м. Щелковская ,"Москва,  Хабаровская улица,  22К3",96
258166224,м. Щелковская ,"Москва,  Хабаровская улица,  11/28",48
262559970,м. Первомайская ,"Москва,  Измайловский бульвар,  30",3
274359897,м. Перово ,"Москва,  1-я Владимирская улица,  41",3
214930621,м. Новогиреево ,"Москва,  улица Молостовых,  21/34",11
274981909,м. Новогиреево ,"Москва,  Мартеновская улица,  8К1",14
274980627,м. Перово ,"Москва,  2-я Владимирская улица,  5",12
274803965,м. Первомайская ,"Москва,  15-я Парковая улица,  27/1",15
274772820,м. Сокольники ,"Москва,  улица Гастелло,  10",7
274646418,м. Новогиреево ,"Москва,  шоссе Энтузиастов,  98К3",72
274871591,м. Перово ,"Москва,  Новогиреевская улица,  13",17
273644910,м. Выхино ,"Москва,  улица Красный Казанец,  3К6",15
274194764,м. Новогиреево ,"Москва,  Свободный проспект,  32",8
274267898,м. Шоссе Энтузиастов ,"Москва,  улица Аносова,  7",18
210495634,м. Измайловская ,"Москва,  Измайловский проезд,  7К1",15
235492837,м. Выхино ,"Москва,  улица Молдагуловой,  22К2",14
203334157,м. Лухмановская ,"Москва,  улица Рудневка,  43",13
268667218,м. Щелковская ,"Москва,  9 Мая улица,  28",72
274272507,м. Первомайская ,"Москва,  13-я Парковая улица,  16К6",14
225053866,м. Улица Дмитриевского ,"Москва,  улица Дмитриевского,  3",5
258751392,м. Щелковская ,"Москва,  Хабаровская улица,  14К1",33
268414673,м. Первомайская ,"Москва,  9-я Парковая улица,  7",4
274584179,м. Новогиреево ,"Москва,  Реутовская улица,  6К2",29
273693799,м. Щелковская ,"Москва,  Хабаровская улица,  10/30",18
274925575,м. Новогиреево ,"Москва,  улица Молостовых,  15К2",12
274975920,м. Новокосино ,"Москва,  Новокосинская улица,  15К7",10
273792087,м. Новогиреево ,"Москва,  Федеративный проспект,  30",6
227984230,м. Щелковская ,"Москва,  Уральская улица,  23К2",15
274923125,м. Перово ,"Москва,  1-я Владимирская улица,  18К4",8
268193769,м. Новогиреево ,"Москва,  улица Молостовых,  17К2",15
274916824,м. Шоссе Энтузиастов ,"Москва,  Мастеровая улица,  13",120
272096805,м. Преображенская площадь ,"Москва,  Большая Черкизовская улица,  6К2",2
274929296,м. Щелковская ,"Москва,  Байкальская улица,  26/10",8
274819827,м. Сокольники ,"Москва,  улица Сокольнический Вал,  24К1",15
274299183,м. Новокосино ,"Москва,  Новокосинская улица,  10К1",12
274764739,м. Щелковская ,"Москва,  Чусовская улица,  5",11
274295141,м. Первомайская ,"Москва,  15-я Парковая улица,  1/123К2",19
274525277,м. Щелковская ,"Москва,  Уральская улица,  7",7
274984927,м. Новокосино ,"Москва,  Новокосинская улица,  37",2
260957525,м. Черкизовская ,"Москва,  Амурская улица,  1Ак1",9
256971431,м. Первомайская ,"Москва,  9-я Парковая улица,  7",4
267245517,м. Первомайская ,"Москва,  Нижняя Первомайская улица,  68/7",10
262214788,м. Преображенская площадь ,"Москва,  Большая Черкизовская улица,  10К2",10
273977643,м. Новогиреево ,"Москва,  Кетчерская улица,  6К3",16
274571434,м. Лухмановская ,"Москва,  Святоозерская улица,  24",5
273396554,м. Сокольники ,"Москва,  улица Шумкина,  15",9
270497273,м. Андроновка ,"Москва,  улица 2-я Энтузиастов,  5к39",3
224457707,м. Преображенская площадь ,"Москва,  2-я Пугачевская улица,  14К2",14
272945266,м. Бульвар Рокоссовского ,"Москва,  Тагильская улица,  4А",12
274731747,м. Черкизовская ,"Москва,  Большая Черкизовская улица,  24К3",14
234228824,м. Преображенская площадь ,"Москва,  Большая Черкизовская улица,  6К5",5
274851464,м. Новогиреево ,"Москва,  шоссе Энтузиастов,  96К4",28
170133149,м. Первомайская ,"Москва,  Первомайская улица,  112",17
265263199,м. Бульвар Рокоссовского ,"Москва,  Тагильская улица,  4А",17
271167422,м. Сокольники ,"Москва,  улица 4-я Сокольническая,  3",6
235169571,м. Новогиреево ,"Москва,  Свободный проспект,  1К1",36
155719015,м. Сокольники ,"Москва,  Маленковская улица,  12",5
274635619,м. Новогиреево ,"Москва,  шоссе Энтузиастов,  98К3",60
274844971,м. Новогиреево ,"Москва,  Зеленый проспект,  87К1",3
274892275,м. Преображенская площадь ,"Москва,  2-я Пугачевская улица,  8К5",8
274085852,м. Новокосино ,"Москва,  Суздальская улица,  26К3",2
268292945,м. Перово ,"Москва,  2-я Владимирская улица,  30",3
274937946,м. Сокольники ,"Москва,  улица Короленко,  1К9",19
274906183,м. Перово ,"Москва,  Братская улица,  17К2",3
262649260,м. Первомайская ,"Москва,  9-я Парковая улица,  30",1
274919224,м. Перово ,"Москва,  Кусковская улица,  27К2",14
259089663,м. Сокольники ,"Москва,  Песочный переулок,  2",4
265017806,м. Перово ,"Москва,  улица Плеханова,  29К1",15
274995427,м. Сокольники ,"Москва,  улица 4-я Сокольническая,  4",5
270284243,м. Новогиреево ,"Москва,  улица Молостовых,  11К5",15
245257147,м. Первомайская ,"Москва,  9-я Парковая улица,  41А",10
259910679,м. Щелковская ,"Москва,  Щелковское шоссе,  91К1",20
274646333,м. Перово ,"Москва,  2-я Владимирская улица,  45",2
273924007,м. Щелковская ,"Москва,  Байкальская улица,  18к4",5
274964259,м. Сокольники ,"Москва,  Большая Остроумовская улица,  21",15
263142006,м. Сокольники ,"Москва,  улица Барболина,  8",10
268445083,м. Сокольники ,"Москва,  Сокольническая площадь,  9",4
228569795,м. Щелковская ,"Москва,  Первомайская улица,  112",48
274021333,м. Первомайская ,"Москва,  12-я Парковая улица,  5",13
274946601,м. Преображенская площадь ,"Москва,  Краснобогатырская улица,  90С2",8
273664292,м. Преображенская площадь ,"Москва,  улица Хромова,  3",5
274191180,м. Преображенская площадь ,"Москва,  Краснобогатырская улица,  90С2",7
230865871,м. Сокольники ,"Москва,  Русаковская улица,  31",1
274971854,м. Преображенская площадь ,"Москва,  Преображенская улица,  5/7",5
274698045,м. Бульвар Рокоссовского ,"Москва,  Халтуринская улица,  18",10
242172251,м. Чертановская ,"Москва,  Северное Чертаново мкр,  6к607",10
273331302,м. Чертановская ,"Москва,  Сумской проезд,  2К6",11
274468240,м. Чертановская ,"Москва,  Северное Чертаново мкр,  5кА",12
270301720,м. Чертановская ,"Москва,  Северное Чертаново мкр,  1А",6
274626572,м. Чертановская ,"Москва,  Северное Чертаново мкр,  1А",6
271503325,м. Чертановская ,"Москва,  Северное Чертаново мкр,  1Ак2",10
274842835,м. Чертановская ,"Москва,  Чертановская улица,  4",10
274401747,м. Южная ,"Москва,  Варшавское шоссе,  120к2",10
274926795,м. Южная ,"Москва,  Сумская улица,  12/17",8
274932658,м. Чертановская ,"Москва,  Сумской проезд,  9",10
274943480,м. Южная ,"Москва,  Чертановская улица,  20К1",11
274960086,м. Южная ,"Москва,  Сумской проезд,  3К1",9
206312332,м. Южная ,"Москва,  Чертановская улица,  15",7
273100557,м. Южная ,"Москва,  Чертановская улица,  3к3",12
274809886,м. Чертановская ,"Москва,  Сумской проезд,  12К1",9
274008348,м. Южная ,"Москва,  Кировоградская улица,  9К3",2
270993180,м. Чертановская ,"Москва,  Северное Чертаново мкр,  1А",6
274398113,м. Южная ,"Москва,  Сумская улица,  8К3",5
274006801,м. Южная ,"Москва,  Чертановская улица,  5К1",13
274838072,м. Южная ,"Москва,  Сумская улица,  12/17",0
274849385,м. Чертановская ,"Москва,  Сумской проезд,  9",8
274003614,м. Южная ,"Москва,  Чертановская улица,  20К1",10
273511588,м. Чертановская ,"Москва,  Сумской проезд,  13К2",14
274876906,м. Южная ,"Москва,  Сумская улица,  12К3",10
272214725,м. Чертановская ,"Москва,  Северное Чертаново мкр,  5кА",10
270771855,м. Южная ,"Москва,  Варшавское шоссе,  124",7
267961788,м. Чертановская ,"Москва,  Сумской проезд,  8К1",9
274756170,м. Чертановская ,"Москва,  Сумской проезд,  12К4",5
274646416,м. Южная ,"Москва,  Кировоградская улица,  10К1",2
274361833,м. Чертановская ,"Москва,  Варшавское шоссе,  114К3",12
256625705,м. Южная ,"Москва,  Чертановская улица,  3к3",16
274807021,м. Чертановская ,"Москва,  Сумской проезд,  2К6",7
274339071,м. Южная ,"Москва,  Чертановская улица,  3к3",11
268102024,м. Южная ,"Москва,  Кировоградская улица,  6К1",8
274392897,м. Южная ,"Москва,  Кировоградская улица,  4К1",8
274639438,м. Южная ,"Москва,  Варшавское шоссе,  120к2",11
269183647,м. Чертановская ,"Москва,  Чертановская улица,  8",13
274193713,м. Чертановская ,"Москва,  Северное Чертаново мкр,  8к833",15
271805162,м. Южная ,"Москва,  Кировоградская улица,  9К2",0
272762904,м. Чертановская ,"Москва,  Сумской проезд,  5К3",10
274715266,м. Южная ,"Москва,  Варшавское шоссе,  128К1",3
270640499,м. Южная ,"Москва,  Сумской проезд,  19",19
270377797,м. Южная ,"Москва,  Кировоградская улица,  7",6
270484769,м. Южная ,"Москва,  Кировоградская улица,  4К3",11
274483008,м. Чертановская ,"Москва,  Сумской проезд,  5К2",12
270691005,м. Южная ,"Москва,  Кировоградская улица,  2",10
273665921,м. Чертановская ,"Москва,  Северное Чертаново мкр,  6к604",13
273317120,м. Чертановская ,"Москва,  Сумской проезд,  12К3",5
273873020,м. Чертановская ,"Москва,  Северное Чертаново мкр,  4к409",12
274026725,м. Чертановская ,"Москва,  Чертановская улица,  4",11
272981040,м. Южная ,"Москва,  Кировоградская улица,  5",8
